Contenido,Cluster
"Vassil AD, Kapulnik Y, Raskin I, Salt DE (June 1998), ""The Role of EDTA in Lead Transport and Accumulation by Indian Mustard"", Plant Physiol., 117 (2): 447–53, doi:10.1104/pp.117.2.447, PMC 34964, PMID 9625697. Salt, D. E.; Smith, R. D.; Raskin, I. (1998). ""Phytoremediation"". Annual Review of Plant Physiology and Plant Molecular Biology. 49: 643–668. doi:10.1146/annurev.arplant.49.1.643. PMID 15012249. S2CID 241195507. Wang, X. J.; Li, F. Y.; Okazaki, M.; Sugisaki, M. (2003). ""Phytoremediation of contaminated soil"". Annual Report CESS. 3: 114–123. Ancona, V; Barra Caracciolo, A; Grenni, P; Di Lenola, M; Campanale, C; Calabrese, A; Uricchio, VF; Mascolo, G; Massacci, A (2017).",1
"do not easily break down or degrade, which made them attractive for industries. PCB mixtures are resistant to acids, bases, oxidation, hydrolysis, and temperature change. They can generate extremely toxic dibenzodioxins and dibenzofurans through partial oxidation. Intentional degradation as a treatment of unwanted PCBs generally requires high heat or catalysis (see Methods of destruction below). PCBs readily penetrate skin, PVC (polyvinyl chloride), and latex (natural rubber). PCB-resistant materials include Viton, polyethylene, polyvinyl acetate (PVA), polytetrafluoroethylene (PTFE), butyl rubber, nitrile rubber, and Neoprene.",1
"In terms of their structure and toxicity, PCBs fall into two distinct categories, referred to as coplanar or non-ortho-substituted arene substitution patterns and noncoplanar or ortho-substituted congeners. Coplanar or non-ortho The coplanar group members have a fairly rigid structure, with their two phenyl rings in the same plane. It renders their structure similar to polychlorinated dibenzo-p-dioxins (PCDDs) and polychlorinated dibenzofurans, and allows them to act like PCDDs, as an agonist of the aryl hydrocarbon receptor (AhR) in organisms.",1
"Because of their lower overt toxicity, they have typically been of lesser concern to regulatory bodies.Di-ortho-substituted, non-coplanar PCBs interfere with intracellular signal transduction dependent on calcium which may lead to neurotoxicity. ortho-PCBs can disrupt thyroid hormone transport by binding to transthyretin. Commercial PCB mixtures were marketed under the following names:",1
"The only North American producer, Monsanto Company, marketed PCBs under the trade name Aroclor from 1930 to 1977. These were sold under trade names followed by a four-digit number. In general, the first two digits refer to the product series as designated by Monsanto (e.g. 1200 or 1100 series); the second two numbers indicate the percentage of chlorine by mass in the mixture. Thus, Aroclor 1260 is a 1200 series product and contains 60% chlorine by mass.",1
"It is a myth that the first two digits referred to the number of carbon atoms; the number of carbon atoms do not change in PCBs. The 1100 series was a crude PCB material which was distilled to create the 1200 series PCB product.The exception to the naming system is Aroclor 1016 which was produced by distilling 1242 to remove the highly chlorinated congeners to make a more biodegradable product. ""1016"" was given to this product during Monsanto's research stage for tracking purposes but the name stuck after it was commercialized.",1
"Another estimate put the total global production of PCBs on the order of 1.5 million tonnes. The United States was the single largest producer with over 600,000 tonnes produced between 1930 and 1977. The European region follows with nearly 450,000 tonnes through 1984. It is unlikely that a full inventory of global PCB production will ever be accurately tallied, as there were factories in Poland, East Germany, and Austria that produced unknown amounts of PCBs. There are still 21,500 tons of PCBs stored in the easternmost regions of Slovakia.",1
"A small volume of PCBs has been detected throughout the earth's atmosphere. The atmosphere serves as the primary route for global transport of PCBs, particularly for those congeners with one to four chlorine atoms.In the atmosphere, PCBs may be degraded by hydroxyl radicals, or directly by photolysis of carbon–chlorine bonds (even if this is a less important process).Atmospheric concentrations of PCBs tend to be lowest in rural areas, where they are typically in the picogram per cubic meter range, higher in suburban and urban areas, and highest in city centres, where they can reach 1 ng/m3 or more.",1
"In the biosphere, PCBs can be degraded by the sun, bacteria or eukaryotes, but the speed of the reaction depends on both the number and the disposition of chlorine atoms in the molecule: less substituted, meta- or para-substituted PCBs undergo biodegradation faster than more substituted congeners.In bacteria, PCBs may be dechlorinated through reductive dechlorination, or oxidized by dioxygenase enzyme. In eukaryotes, PCBs may be oxidized by the cytochrome P450 enzyme. Like many lipophilic toxins, PCBs undergo biomagnification and bioaccumulation primarily due to the fact that they are easily retained within organisms.Plastic",1
"PCB concentrations within an organism also change depending upon which trophic level they occupy. When an organism occupies a high trophic level, like orcas or humans, they will accumulate more PCBs than an organism that occupies a low trophic level, like phytoplankton. If enough organisms with a trophic level are killed due to the accumulation of toxins, like PCB, a trophic cascade can occur. PCBs can cause harm to human health or even death when eaten. PCBs can be transported by birds from aquatic sources onto land via feces and carcasses.",1
